Tempo(s),Setpoint - Temperatura(C),Sensor - Temperatura(C),IAE - Erro absoluto,ISE - Erro Quadratico
128,"91,3333333","79,50","11,83333333","140,0277778"
129,"91,5000000","79,50",12,144
130,"91,6666667","79,50","12,16666667","148,0277778"
131,"91,8333333","80,25","11,58333333","134,1736111"
132,"92,0000000","80,25","11,75","138,0625"
133,"92,1666667","80,25","11,91666667","142,0069444"
134,"92,3333333","82,50","9,833333333","96,69444444"
135,"92,5000000","82,50",10,100
136,"92,6666667","82,50","10,16666667","103,3611111"
137,"92,8333333","86,25","6,583333333","43,34027778"
138,"93,0000000","86,25","6,75","45,5625"
139,"93,1666667","86,25","6,916666667","47,84027778"
140,"93,3333333","91,00","2,333333333","5,444444444"
141,"93,5000000","91,00","2,5","6,25"
142,"93,6666667","91,00","2,666666667","7,111111111"
143,"93,8333333","96,00","2,166666667","4,694444444"
144,"94,0000000","96,00",2,4
145,"94,1666667","96,00","1,833333333","3,361111111"
146,"94,3333333","100,75","6,416666667","41,17361111"
147,"94,5000000","100,75","6,25","39,0625"
148,"94,6666667","100,75","6,083333333","37,00694444"
149,"94,8333333","104,25","9,416666667","88,67361111"
150,"95,0000000","104,25","9,25","85,5625"
151,"95,1666667","104,25","9,083333333","82,50694444"
152,"95,3333333","104,50","9,166666667","84,02777778"
153,"95,5000000","104,50",9,81
154,"95,6666667","104,50","8,833333333","78,02777778"
155,"95,8333333","103,25","7,416666667","55,00694444"
156,"96,0000000","103,25","7,25","52,5625"
157,"96,1666667","103,25","7,083333333","50,17361111"
158,"96,3333333","100,00","3,666666667","13,44444444"
159,"96,5000000","100,00","3,5","12,25"
160,"96,6666667","100,00","3,333333333","11,11111111"
161,"96,8333333","95,75","1,083333333","1,173611111"
162,"97,0000000","95,75","1,25","1,5625"
163,"97,1666667","95,75","1,416666667","2,006944444"
164,"97,3333333","91,00","6,333333333","40,11111111"
165,"97,5000000","91,00","6,5","42,25"
166,"97,6666667","91,00","6,666666667","44,44444444"
167,"97,8333333","87,50","10,33333333","106,7777778"
168,"98,0000000","87,50","10,5","110,25"
169,"98,1666667","87,50","10,66666667","113,7777778"
170,"98,3333333","86,75","11,58333333","134,1736111"
171,"98,5000000","86,75","11,75","138,0625"
172,"98,6666667","86,75","11,91666667","142,0069444"
173,"98,8333333","88,00","10,83333333","117,3611111"
174,"99,0000000","88,00",11,121
175,"99,1666667","91,25","7,916666667","62,67361111"
176,"99,3333333","91,25","8,083333333","65,34027778"
177,"99,5000000","91,25","8,25","68,0625"
178,"99,6666667","95,25","4,416666667","19,50694444"
179,"99,8333333","95,25","4,583333333","21,00694444"
180,"100,0000000","95,25","4,75","22,5625"
181,"100,0000000","95,25","4,75","22,5625"
182,"100,0000000","95,25","4,75","22,5625"
183,"100,0000000","95,25","4,75","22,5625"
184,"100,0000000","95,25","4,75","22,5625"
185,"100,0000000","95,25","4,75","22,5625"
186,"100,0000000","104,50","4,5","20,25"
187,"100,0000000","108,75","8,75","76,5625"
188,"100,0000000","108,75","8,75","76,5625"
189,"100,0000000","108,75","8,75","76,5625"
190,"100,0000000","111,75","11,75","138,0625"
191,"100,0000000","111,75","11,75","138,0625"
192,"100,0000000","111,75","11,75","138,0625"
193,"100,0000000","111,00",11,121
194,"100,0000000","111,00",11,121
195,"100,0000000","111,00",11,121
196,"100,0000000","108,75","8,75","76,5625"
197,"100,0000000","108,75","8,75","76,5625"
198,"100,0000000","108,75","8,75","76,5625"
199,"100,0000000","105,00",5,25
200,"100,0000000","105,00",5,25
201,"100,0000000","105,00",5,25
202,"100,0000000","100,00",0,0
203,"100,0000000","100,00",0,0
204,"100,0000000","100,00",0,0
205,"100,0000000","94,75","5,25","27,5625"
206,"100,0000000","94,75","5,25","27,5625"
207,"100,0000000","94,75","5,25","27,5625"
208,"100,0000000","89,25","10,75","115,5625"
209,"100,0000000","89,25","10,75","115,5625"
210,"100,0000000","89,25","10,75","115,5625"
211,"100,0000000","86,50","13,5","182,25"
212,"100,0000000","86,50","13,5","182,25"
213,"100,0000000","86,50","13,5","182,25"
214,"100,0000000","86,00",14,196
215,"100,0000000","86,00",14,196
216,"100,0000000","86,00",14,196
217,"100,0000000","88,00",12,144
218,"100,0000000","88,00",12,144
219,"100,0000000","88,00",12,144
220,"100,0000000","91,25","8,75","76,5625"
221,"100,0000000","91,25","8,75","76,5625"
222,"100,0000000","91,25","8,75","76,5625"
223,"100,0000000","94,75","5,25","27,5625"
224,"100,0000000","94,75","5,25","27,5625"
225,"100,0000000","94,75","5,25","27,5625"
226,"100,0000000","99,50","0,5","0,25"
227,"100,0000000","99,50","0,5","0,25"
228,"100,0000000","99,50","0,5","0,25"
229,"100,0000000","104,50","4,5","20,25"
230,"100,0000000","104,50","4,5","20,25"
231,"100,0000000","104,50","4,5","20,25"
232,"100,0000000","109,00",9,81
233,"100,0000000","109,00",9,81
234,"100,0000000","110,50","10,5","110,25"
235,"100,0000000","110,50","10,5","110,25"
236,"100,0000000","110,50","10,5","110,25"
237,"100,0000000","109,50","9,5","90,25"
238,"100,0000000","109,50","9,5","90,25"
239,"100,0000000","109,50","9,5","90,25"
240,"100,0000000","106,75","6,75","45,5625"
241,"100,0000000","106,75","6,75","45,5625"
242,"100,0000000","106,75","6,75","45,5625"
243,"100,0000000","102,25","2,25","5,0625"
244,"100,0000000","102,25","2,25","5,0625"
245,"100,0000000","102,25","2,25","5,0625"
246,"100,0000000","97,50","2,5","6,25"
247,"100,0000000","97,50","2,5","6,25"
248,"100,0000000","97,50","2,5","6,25"
249,"100,0000000","93,50","6,5","42,25"
250,"100,0000000","93,50","6,5","42,25"
251,"100,0000000","93,50","6,5","42,25"
252,"100,0000000","91,00",9,81
253,"100,0000000","91,00",9,81
254,"100,0000000","91,00",9,81
255,"100,0000000","92,25","7,75","60,0625"
256,"100,0000000","92,25","7,75","60,0625"
257,"100,0000000","92,25","7,75","60,0625"
258,"100,0000000","94,25","5,75","33,0625"
259,"100,0000000","94,25","5,75","33,0625"
260,"100,0000000","94,25","5,75","33,0625"
261,"100,0000000","98,25","1,75","3,0625"
262,"100,0000000","98,25","1,75","3,0625"
263,"100,0000000","98,25","1,75","3,0625"
264,"100,0000000","102,75","2,75","7,5625"
265,"100,0000000","102,75","2,75","7,5625"
266,"100,0000000","102,75","2,75","7,5625"
267,"100,0000000","107,00",7,49
268,"100,0000000","107,00",7,49
269,"100,0000000","107,00",7,49
270,"100,0000000","109,50","9,5","90,25"
271,"100,0000000","109,50","9,5","90,25"
272,"100,0000000","109,50","9,5","90,25"
273,"100,0000000","109,75","9,75","95,0625"
274,"100,0000000","109,75","9,75","95,0625"
275,"100,0000000","109,75","9,75","95,0625"
276,"100,0000000","108,25","8,25","68,0625"
277,"100,0000000","108,25","8,25","68,0625"
278,"100,0000000","108,25","8,25","68,0625"
279,"100,0000000","104,25","4,25","18,0625"
280,"100,0000000","104,25","4,25","18,0625"
281,"100,0000000","104,25","4,25","18,0625"
282,"100,0000000","99,75","0,25","0,0625"
283,"100,0000000","99,75","0,25","0,0625"
284,"100,0000000","95,50","4,5","20,25"
285,"100,0000000","95,50","4,5","20,25"
286,"100,0000000","95,50","4,5","20,25"
287,"100,0000000","90,25","9,75","95,0625"
288,"100,0000000","90,25","9,75","95,0625"
289,"100,0000000","90,25","9,75","95,0625"
290,"100,0000000","87,50","12,5","156,25"
291,"100,0000000","87,50","12,5","156,25"
292,"100,0000000","87,50","12,5","156,25"
293,"100,0000000","87,50","12,5","156,25"
294,"100,0000000","87,50","12,5","156,25"
295,"100,0000000","87,50","12,5","156,25"
296,"100,0000000","90,00",10,100
297,"100,0000000","90,00",10,100
298,"100,0000000","90,00",10,100
299,"100,0000000","93,00",7,49
300,"100,0000000","93,00",7,49
301,"100,0000000","93,00",7,49
302,"100,0000000","97,50","2,5","6,25"
303,"100,0000000","97,50","2,5","6,25"
304,"100,0000000","97,50","2,5","6,25"
305,"100,0000000","97,50","2,5","6,25"
306,"100,0000000","97,50","2,5","6,25"
307,"100,0000000","102,25","2,25","5,0625"
308,"100,0000000","106,50","6,5","42,25"
309,"100,0000000","106,50","6,5","42,25"
310,"100,0000000","106,50","6,5","42,25"
311,"100,0000000","109,50","9,5","90,25"
312,"100,0000000","109,50","9,5","90,25"
313,"100,0000000","109,50","9,5","90,25"
314,"100,0000000","109,75","9,75","95,0625"
315,"100,0000000","109,75","9,75","95,0625"
316,"100,0000000","109,75","9,75","95,0625"
317,"100,0000000","107,75","7,75","60,0625"
318,"100,0000000","107,75","7,75","60,0625"
319,"100,0000000","107,75","7,75","60,0625"
320,"100,0000000","104,00",4,16
321,"100,0000000","104,00",4,16
322,"100,0000000","104,00",4,16
323,"100,0000000","100,00",0,0
324,"100,0000000","100,00",0,0
325,"100,0000000","100,00",0,0
326,"100,0000000","95,00",5,25
327,"100,0000000","95,00",5,25
328,"100,0000000","91,25","8,75","76,5625"
329,"100,0000000","91,25","8,75","76,5625"
330,"100,0000000","91,25","8,75","76,5625"
331,"100,0000000","90,50","9,5","90,25"
332,"100,0000000","90,50","9,5","90,25"
333,"100,0000000","90,50","9,5","90,25"
334,"100,0000000","92,00",8,64
335,"100,0000000","92,00",8,64
336,"100,0000000","92,00",8,64
337,"100,0000000","94,50","5,5","30,25"
338,"100,0000000","94,50","5,5","30,25"
339,"100,0000000","94,50","5,5","30,25"
340,"100,0000000","99,00",1,1
341,"100,0000000","99,00",1,1
342,"100,0000000","99,00",1,1
343,"100,0000000","103,00",3,9
344,"100,0000000","103,00",3,9
345,"100,0000000","103,00",3,9
346,"100,0000000","107,50","7,5","56,25"
347,"100,0000000","107,50","7,5","56,25"
348,"100,0000000","107,50","7,5","56,25"
349,"100,0000000","109,50","9,5","90,25"
350,"100,0000000","109,50","9,5","90,25"
351,"100,0000000","109,50","9,5","90,25"
352,"100,0000000","109,75","9,75","95,0625"
353,"100,0000000","109,75","9,75","95,0625"
354,"100,0000000","109,75","9,75","95,0625"
355,"100,0000000","107,75","7,75","60,0625"
356,"100,0000000","107,75","7,75","60,0625"
357,"100,0000000","107,75","7,75","60,0625"
358,"100,0000000","107,75","7,75","60,0625"
359,"100,0000000","102,75","2,75","7,5625"
360,"100,0000000","102,75","2,75","7,5625"
,,,2455,"21374,375"
